provider_location_guid,loc_name,loc_phone,loc_admin_street1,loc_admin_state,latitude,longitude
4617c19c-e520-4d66-b64d-b9704aa8666c,"CVS Pharmacy, Inc. #00261",(978) 744-2224,200 ESSEX STREET,MA,42.521958,-70.894428
789c76b9-0e71-4358-9c05-4c89e8073e71,Walgreens Co. #15591,508-824-5332,57 WINTHROP STREET,MA,41.89922,-71.096524
3e6abe2d-829f-4cb2-9909-c3ac9e3098cc,"CVS Pharmacy, Inc. #00166",(508) 753-3297,115 STAFFORD ST.,MA,42.238534,-71.844392
db42a3ab-47ae-4207-be84-03f39e7451f4,"CVS Pharmacy, Inc. #00301",(781) 438-3170,107 MAIN ST,MA,42.493939,-71.101235
b207ae20-a990-4afb-9643-8fff8270a55c,Walgreens Co. #2011,978-670-2188,446 BOSTON RD,MA,42.559286,-71.266819
d74b8643-2034-4606-9281-f540b858057c,Walgreens Co. #11726,978-323-7813,1765 MIDDLESEX ST.,MA,42.635416,-71.354696
e056fb6a-d4b3-42cd-805a-5ff8b9c3fcf9,"CVS Pharmacy, Inc. #01002",(617) 876-7868,624 MASSACHUSETTS AVE.,MA,42.365088,-71.10358
b7bc623b-d0ef-4a3a-90fc-08c5b3bddc3a,"CVS Pharmacy, Inc. #00915",(978) 927-0060,19 DODGE ST.,MA,42.577465,-70.889428
0e835f63-d44b-4574-bc71-b6772c3647fd,Walgreens Co. #3151,508-767-1732,320 PARK AVE,MA,42.261051,-71.821479
98c0200b-6f54-43d6-abca-ad659204779b,Walgreens Co. #19592,508-495-2991,520 MAIN STREET,MA,41.552908,-70.608202
3b70ca77-1069-4f94-a220-18d7d749065a,"CVS Pharmacy, Inc. #00498",(508) 949-0641,112 E. MAIN ST.,MA,42.058414,-71.866232
f57b8a13-d891-4d28-bf38-fbfb623ee292,MinuteClinic #21268,1-866-389-2727,105 MAIN ST,MA,42.43221,-71.454379
1d022fdf-e2f8-4b98-8fac-d47cf926dad3,Walgreens Co. #1233,508-943-4375,100 E MAIN ST,MA,42.057946,-71.86725
d6e668bb-ffa7-4d7b-8626-e285eef704e8,"CVS Pharmacy, Inc. #01297",(781) 356-0714,270 GROVE ST.,MA,42.191589,-70.986768
3ac147b7-240c-4cba-8e77-8974f730882c,Costco Wholesale Corporation #333,(617)-544-4805,2 MYSTIC VIEW ROAD,MA,42.396889,-71.071505
fd3d0451-543d-4991-ab0c-362ebe354f36,"CVS Pharmacy, Inc. #01860",(508) 429-5561,101 CENTRAL STREET,MA,42.199737,-71.425994
4c52ef5e-82bc-4ea4-aacf-846f021fd181,MinuteClinic #20788,1-866-389-2727,311 NEWBURY ST,MA,42.586898,-70.964989
a4d1489b-c8d9-4a1b-8a58-cbeebbbcb9be,Walgreens Co. #18968,508-829-6504,5 SHREWSBURY ST,MA,42.33615,-71.83499
8a0d3bf9-56ca-4016-bac5-2ebefc30dd2c,"CVS Pharmacy, Inc. #00207",(508) 672-2403,1620 PRESIDENT AVENUE,MA,41.713026,-71.127491
2543f6d0-9834-420f-81ae-f7ad8291a869,"CVS Pharmacy, Inc. #01012",(617) 926-6660,27-43 MAIN STREET,MA,42.366074,-71.185103
f8b37d16-574d-4b27-8154-b72456413259,Big Y Pharmacy #067209,508-890-8589,100 MAYFIELD STREET,MA,42.259364,-71.826187
4bd136b7-5cf0-48eb-8b62-cddc1f97f7db,"CVS Pharmacy, Inc. #16773",(617) 776-4919,180 SOMERVILLE AVE,MA,42.376404,-71.090168
0e4e183e-c96e-4890-bd10-36675791f755,Walgreens Co. #19915,508-695-9475,13 TAUNTON ST,MA,42.011874,-71.30561
e72007c0-165d-4821-a25f-d9974bc192aa,Walmart Inc #10-3200,7813310063,740 Middle St,MA,42.199708,-70.944092
622fa6ed-918c-4cba-bc70-740cdea2a1ff,Stop & Shop #88,781-271-9403,337 GREAT ROAD,MA,42.485869,-71.261197
c0c0b948-3367-4dea-b3b1-22cef6b76428,"CVS Pharmacy, Inc. #17247",(508) 979-7531,479 STATE RD,MA,41.639025,-71.00245
f4111833-ba3a-4880-ba1f-27e20cb17365,Walgreens Co. #17570,508-655-8083,35 MAIN ST,MA,42.317336,-71.363
9710d8fb-fef3-4dcf-b5a0-f7b63f7cb51a,"CVS Pharmacy, Inc. #01859",(508) 432-2018,148 ROUTE 137,MA,41.708258,-70.023844
b14c491c-0c9d-4f28-8b44-47392ebf0d7c,Walgreens Co. #12399,508-977-0690,226 BROADWAY,MA,41.920669,-71.091444
a8aa84bb-e197-4f15-a8d8-b88e3e499b39,"CVS Pharmacy, Inc. #00913",(508) 697-6946,19 SUMMER ST.,MA,41.98906,-70.974056
b55b6fb5-89af-4a9d-9cad-b7254a778ef0,"CVS Pharmacy, Inc. #00769",(413) 525-4510,217 NORTH MAIN STREET,MA,42.072968,-72.518524
e62ee141-83d7-4947-b09b-57954335d36b,"CVS Pharmacy, Inc. #01025",(978) 745-4943,272 HIGHLAND AVE.,MA,42.503825,-70.923936
3395d82a-5911-42ce-acb1-f408761ab2a9,"CVS Pharmacy, Inc. #08437",(781) 235-0219,188 LINDEN ST.,MA,42.301189,-71.293037
4617c19c-e520-4d66-b64d-b9704aa8666c,"CVS Pharmacy, Inc. #00261",(978) 744-2224,200 ESSEX STREET,MA,42.521958,-70.894428
3ac147b7-240c-4cba-8e77-8974f730882c,Costco Wholesale Corporation #333,(617)-544-4805,2 MYSTIC VIEW ROAD,MA,42.396889,-71.071505
b41fc0d0-b522-4964-b84d-3da1b10647dd,Walgreens Co. #18415,781-942-5810,15 BOLTON STREET,MA,42.519752,-71.101495
349a4def-35d4-4be3-b57e-6f9b7bf2d9e4,Walgreens Co. #17588,978-851-6331,935 ANDOVER STREET,MA,42.645814,-71.270809
06b13882-388b-4934-8b69-38930575e550,Stop & Shop #2403,508-487-3738,56 SHANK PAINTER ROAD,MA,42.05027,-70.195999
d7f3da60-4e74-41b1-b78d-66c9c35fa02b,County Square Pharmacy Inc,(508) 222-7620,289 county st,MA,41.934165,-71.300204
1c78cd15-7666-4f23-92c6-2fc59cd869df,"CVS Pharmacy, Inc. #17081",(978) 534-4358,86 ORCHARD HILL PARK DR,MA,42.527745,-71.713868
3343e673-1764-426a-a3dd-20df857886ae,"CVS Pharmacy, Inc. #00127",(508) 752-6001,"110 FRONT ST., SUITE #102",MA,42.263088,-71.799808
25b8211d-cd26-44b4-a890-ecc57faead84,Walgreens Co. #18949,413-568-5116,7 EAST SILVER STREET,MA,42.11377,-72.746772
785745b5-bad1-4a31-90f1-c2b10e532538,Stop & Shop #782,413-789-2226,1282 SPRINGFIELD STREET,MA,42.067499,-72.675758
1f54d132-fc43-46c8-9a3a-b599393a2564,Stop & Shop #427,508-990-4700,221 HUTTLESTON AVENUE,MA,41.641054,-70.887855
365024a7-9ded-466d-b4c4-affa46f5b980,"CVS Pharmacy, Inc. #02025",(413) 527-1562,"ROUTE 10, 118 NORTHAMPTON STREET",MA,42.2799,-72.671315
bbd1a2f2-cf4d-4a94-9e5c-f77fa4a32d2c,Stop & Shop #91,508-842-2771,539571 BOSTON TURNPIKE,MA,42.277911,-71.715984
2d6db279-6818-4b89-a7a3-a7a86ab17ee9,Costco Wholesale Corporation #302,(413)-747-5524,119 DAGGETT DRIVE,MA,42.131821,-72.620345
63ac772e-0762-4b3e-adad-43175a8b6628,Walgreens Co. #19487,617-492-9030,330 RIVER ST,MA,42.36163,-71.11389
195048a5-b4ee-4a5b-be98-1cd572f137a9,"CVS Pharmacy, Inc. #00938",(508) 695-1481,8 EAST WASHINGTON STREET,MA,41.967328,-71.338365
95c4201a-1b44-48da-a59e-94b0f87a4488,"CVS Pharmacy, Inc. #01181",(978) 774-7130,1 MAPLE STREET,MA,42.565868,-70.935314
c7229a9d-36fd-46b9-93d3-43c390a421c5,"CVS Pharmacy, Inc. #16846",(508) 573-1005,423 DONALD LYNCH BLVD,MA,42.360073,-71.607074
9197efdc-8631-4812-a41f-cd10acc80ce4,Walmart Inc #10-3560,5087302677,638 Quequechan St,MA,41.686136,-71.141324
8ab85e46-fc3f-4171-b324-8d461e0970e5,Walgreens Co. #17884,781-878-3835,119 WASHINGTON ST,MA,42.171095,-70.876702
92bfe857-8f33-484c-8404-521a03b667cf,"CVS Pharmacy, Inc. #00153",(508) 852-3578,481 LINCOLN STREET,MA,42.293206,-71.777361
67d70f81-c8a1-418e-9e38-f239356e49a1,Walmart Inc #10-2158,5083934385,200 Otis St,MA,42.285151,-71.656396
7cc245de-afa9-46ca-a89b-2e68cb9166b2,"CVS Pharmacy, Inc. #08906",(781) 321-1017,575 BROADWAY,MA,42.440405,-71.031344
b215b31a-3ccc-40d0-b92e-a1c502d78323,Stop & Shop #79,508-791-2166,949 GRAFTON STREET,MA,42.248484,-71.759839
9a4c52fe-30c1-4dac-9396-7aa7b7b84f2e,"CVS Pharmacy, Inc. #02401",(781) 837-5381,1880 OCEAN STREET,MA,42.092488,-70.704534
8eb79ce8-2387-41bc-8400-a663d67d7d9a,Walgreens Co. #17166,978-562-5096,186 MAIN ST,MA,42.3921,-71.56333
75a2d478-5258-4d21-a915-528de5e3cfbe,OSCO PHARMACY #2585,508-833-8819,2260 STATE ROAD,MA,41.8209,-70.550478
8cba050d-4365-47b4-b985-acbed06faa16,"CVS Pharmacy, Inc. #01111",(413) 967-5997,104 WEST ST.,MA,42.256942,-72.248324
3850a729-189c-4df8-a0ad-33c4d03e2132,Walgreens Co. #17617,508-823-5270,175 DEAN STREET,MA,41.906304,-71.067282
dc3dda0c-5704-48c0-b4d6-ecbb7ec616d9,"CVS Pharmacy, Inc. #00665",(781) 935-5530,415 MAIN STREET,MA,42.480665,-71.150932
ec173eda-9e0d-4885-94d6-8b5d89fe4e63,Walgreens Co. #17302,413-283-3658,1047 THORNDIKE ST,MA,42.158709,-72.328662
80f5fbb4-6272-419a-a436-c35c58b0eacb,BIG Y PHCY #23 RX #408952,413-447-9844,200 WEST STREET,MA,42.448545,-73.259397
8b99d681-27dc-4afe-952a-343810e8d83a,Walmart Inc #10-3491,9786862633,70 Pleasant Valley St,MA,42.742827,-71.164929
3126ee15-2e79-4c71-96e2-558b21511a32,"CVS Pharmacy, Inc. #00252",(781) 395-1515,55 RIVERSIDE AVENUE,MA,42.41764,-71.108366
844e3205-f951-4d1b-b509-a6a864190035,Walgreens Co. #17925,508-990-3875,674 DARTMOUTH ST,MA,41.603248,-70.940603
9e569c64-dba6-4c7f-8e4b-40a535789aed,Flag Pharmacy,(781) 599-5900,7 Willow St,MA,42.464403,-70.944974
3850a729-189c-4df8-a0ad-33c4d03e2132,Walgreens Co. #17617,508-823-5270,175 DEAN STREET,MA,41.906304,-71.067282
80f5fbb4-6272-419a-a436-c35c58b0eacb,BIG Y PHCY #23 RX #408952,413-447-9844,200 WEST STREET,MA,42.448545,-73.259397
5194186b-06eb-4c39-81d5-f5659df38678,Stop & Shop #95,413-256-4167,456 RUSSELL STREET,MA,42.36551,-72.536427
d43d966d-e6a6-4727-b507-204e66cd6817,Stop & Shop #478,781-356-8596,316 GROVE STREET,MA,42.190603,-70.986443
5960ad3b-398c-4864-9c92-c73ccf9f33a9,"CVS Pharmacy, Inc. #00488",(413) 737-6346,970 ST. JAMES AVE.,MA,42.134801,-72.568959
9b25a2bf-61f0-43c6-9abe-64444aee059c,Walgreens Co. #10128,413-277-9749,171 WEST ST,MA,42.254839,-72.254792
275e743e-28dd-41a2-bfee-0fad35d2939c,Boston Food Allergy Center,(617) 804-6767,65 Harrison Ave,MA,42.351345,-71.06143
e9713582-9a5f-495c-87be-4f7fcad6a01e,"CVS Pharmacy, Inc. #05382",(617) 779-7313,181 BRIGHTON AVE,MA,42.353845,-71.133804
77c36bf9-a909-472f-90bb-9fa7e30c2efe,Stop & Shop #14,781-826-7329,125 CHURCH STREET,MA,42.105247,-70.772228
97e5cc50-ec58-4c4d-9139-4bdb7c9f7876,Walgreens Co. #4072,617-445-5457,1890 COLUMBUS AVE,MA,42.317449,-71.097377
0a4afd8f-0a06-4516-af45-aad078988132,"CVS Pharmacy, Inc. #00843",(413) 594-8156,235 CENTER ST.,MA,42.141846,-72.610948
15f9fdc6-7241-4c10-acd0-d75e72f496b4,"CVS Pharmacy, Inc. #04666",(617) 227-0720,101 CANAL STREET,MA,42.365039,-71.060286
e9aab37a-23e4-4904-aece-e5fb15d06bea,"CVS Pharmacy, Inc. #02206",(508) 761-7392,366 WASHINGTON STREET,MA,41.919285,-71.358214
cf88fc88-8239-4317-b8b0-037a8a0a6442,Hannaford #8011,508-867-4891,5 GILBERT ST,MA,42.266592,-72.083368
7db5ebbf-ed80-4511-aea1-6b2d25551fd1,Walmart Inc #10-2184,5083360290,1180 Fall River Ave,MA,41.795363,-71.325498
55fbc854-5ece-499a-8e95-04f56818761d,"CVS Pharmacy, Inc. #17048",(508) 643-9221,91 TAUNTON ST,MA,42.034026,-71.310046
1fbc28b4-12f7-48de-af8d-11a5358e2737,Walgreens Co. #15969,781-581-1327,505 PARADISE RD,MA,42.483935,-70.899628
25773687-0369-4b0f-83d2-3df47a54aae3,Walgreens Co. #18183,508-295-5772,121 MARION ROAD,MA,41.759347,-70.727719
d8df52d3-4ce8-4640-8e40-685156294963,"CVS Pharmacy, Inc. #01132",(978) 462-6539,13-1/2 POND STREET,MA,42.806744,-70.87359
2ecef998-8f95-47f3-9a9a-a0ee2a2e16ed,"CVS Pharmacy, Inc. #01068",(978) 249-7928,1653 MAIN ST.,MA,42.587927,-72.215282
466a864c-f3a8-4f58-8ae4-2d03a8eeda5d,Walgreens Co. #3021,508-984-4410,1737 ACUSHNET AVE,MA,41.667664,-70.92937
afb68016-92c5-4501-82dd-885b1141d9d7,Walgreens Co. #2208,978-977-9211,35 MAIN ST,MA,42.525025,-70.926119
51b52733-0241-4f78-ad49-b217c318c50f,Walgreens Co. #18016,413-458-2138,212 MAIN STREET,MA,42.702577,-73.183545
ff986cf7-3efd-450b-8315-96a3e05cfdd1,Walgreens Co. #6767,617-491-8157,625 MASSACHUSETTS AVE,MA,42.365809,-71.10312
318bb147-1b27-4208-bb42-09cae1a0ccb5,"CVS Pharmacy, Inc. #00394",(508) 399-8801,1479 NEWMAN AVE.,MA,41.888216,-71.332056
dceb7db0-426b-411c-8079-5298bf19caac,"CVS Pharmacy, Inc. #01182",(781) 383-1525,"790 JUSTICE CUSHING WAY, RTE 3A",MA,42.221137,-70.801032
3126ee15-2e79-4c71-96e2-558b21511a32,"CVS Pharmacy, Inc. #00252",(781) 395-1515,55 RIVERSIDE AVENUE,MA,42.41764,-71.108366
bd656410-a3b7-464c-9533-f106425dbf22,"CVS Pharmacy, Inc. #00517",(413) 567-8961,746 BLISS ROAD,MA,42.056819,-72.552436
e0987f2d-47b1-41b1-b8f6-fa2f86985e8f,Stop & Shop #80,413-732-7040,1277 LIBERTY STREET,MA,42.13726,-72.582051
6b154511-48e2-471a-9683-72c0ebe92256,MinuteClinic #20747,1-866-389-2727,1620 PRESIDENT AVE,MA,41.713026,-71.127491
9d09e6e6-b55b-48de-b4b2-6134ca3645ac,ConvenientMD Urgent Care Weymouth,(781) 927-3000,987 Main Street,MA,42.171099,-70.955595
ef36d602-330b-4a7c-97a9-2294e0a3fc90,"CVS Pharmacy, Inc. #00594",(508) 540-4307,105 DAVIS STRAITS,MA,41.560321,-70.598768
fd58f382-f6b5-4790-9496-a8cc9dc16205,Walgreens Co. #10685,508-613-1800,3 LIBERTY LN,MA,42.118239,-71.327231
1a1b6f3a-1225-4cdf-8c87-15e31e11408a,"CVS Pharmacy, Inc. #00672",(781) 324-1101,32 FERRY ST.,MA,42.426145,-71.065423
283abe5f-9ea4-45de-9dba-f323993376a4,Stop & Shop #87,508-539-1803,39 NATHAN ELLIS HIGHWAY,MA,41.619557,-70.488833
6f54948d-6199-42c9-b44f-6251ef0b7a68,Stop & Shop #407,781-231-5775,164 MAIN STREET,MA,42.46382,-71.027995
d088682f-f6f7-4e5b-898d-f18b6135320c,Walmart Inc #10-2122,5084279460,30 Memorial Dr,MA,42.121044,-71.030091
fd5e0032-98b5-486e-a3b1-89845f805531,Costco Wholesale Corporation #319,(781)-251-9974,200 LEGACY BOULEVARD,MA,42.232457,-71.175692
3c4c9f36-a311-4490-956f-38e83c6f8448,Walgreens Co. #6939,508-533-4902,68 MAIN ST,MA,42.15341,-71.405797
fd3d0451-543d-4991-ab0c-362ebe354f36,"CVS Pharmacy, Inc. #01860",(508) 429-5561,101 CENTRAL STREET,MA,42.199737,-71.425994
b0a38a91-d0e7-4b5e-bc83-e08ec5260a05,"CVS Pharmacy, Inc. #00799",(508) 998-3831,786 ASHLEY BLVD.,MA,41.681496,-70.933287
60a21021-5e18-4135-a715-5ee951c9bf0e,Stop & Shop #71,508-672-2366,501 RODMAN STREET,MA,41.693968,-71.152781
9973afed-ef72-4322-a235-58fb81dea624,"CVS Pharmacy, Inc. #01009",(617) 242-2950,"21 AUSTIN ST., BUNKER HILL MALL",MA,42.375226,-71.066305
44023a61-5eff-4c31-a6b9-d79a5c90f07b,Walgreens Co. #1863,781-863-1111,60 BEDFORD ST,MA,42.453186,-71.233407
9afbbb52-2d4a-4e9d-afbb-5ed3e474d063,Walgreens Co. #19240,508-949-0513,5 SCHOFIELD AVENUE,MA,42.047125,-71.890013
2244176c-3f74-426c-ade2-102b70f07497,"CVS Pharmacy, Inc. #00043",(781) 335-0404,474 WASHINGTON ST.,MA,42.207709,-70.956445
efc46ede-6ec4-4c39-abe8-54ee4df8377c,"CVS Pharmacy, Inc. #01221",(508) 634-3090,"50 MEDWAY RD,",MA,42.150123,-71.499967
1856025e-bcc3-4294-902d-1be44a8600c4,"CVS Pharmacy, Inc. #00705",(508) 835-3157,264 W. BOYLSTON ST.,MA,42.345355,-71.787527
2478f80f-b265-4788-9f9b-920ce5b8666c,"CVS Pharmacy, Inc. #04073",(978) 977-4844,174 MAIN ST.,MA,42.523353,-70.920108
eceffb4e-504d-419f-ac20-9620657cca19,"CVS Pharmacy, Inc. #01121",(978) 692-2111,"174 LITTLETON RD, WESTFORD MARKETPLACE",MA,42.566371,-71.422051
a8b478cf-13d5-43c2-a966-5c28cc38fdbc,"CVS Pharmacy, Inc. #10502",(978) 462-1201,75 STOREY AVE.,MA,42.819413,-70.909678
fcbb97f7-72db-4cff-a80c-261147396069,Rite Aid #RA110199,508-679-9600,10 STAFFORD ROAD,MA,41.688231,-71.15942
cd036f45-0689-44c8-aeae-125e441029fd,MinuteClinic #20754,1-866-389-2727,344 GREAT RD,MA,42.502423,-71.420428
f21a165c-6c6f-4ac4-a928-2e88e866f1e2,Walmart Inc #10-1918,5089667633,250 Hartford Ave,MA,42.116216,-71.465363
db42a3ab-47ae-4207-be84-03f39e7451f4,"CVS Pharmacy, Inc. #00301",(781) 438-3170,107 MAIN ST,MA,42.493939,-71.101235
5b7444a5-1bb3-45ce-9066-cb7d2a54d563,Hanover Urgent Care,(508) 807-5367,233 Broad St,MA,41.994102,-70.972837
0661639a-a299-471e-8653-08f23a20b37d,"CVS Pharmacy, Inc. #02533",(978) 531-6953,79 LYNNFIELD STREET,MA,42.517487,-70.950872
032d0274-6c28-485a-91d8-1492bd8360eb,Walgreens Co. #1855,508-788-0604,15 SCHOOL ST,MA,42.321176,-71.395066
52b840f4-f7fb-4552-b6f3-64b01b17d79f,"CVS Pharmacy, Inc. #10039",(508) 655-1672,150 MAIN ST.,MA,42.321677,-71.364716
a1b6cd21-36f0-42ae-ac2a-208537bad264,BAKER PHARMACY,413-625-6324,52 BRIDGE ST,MA,42.6038,-72.738486
e5eb1539-f3f3-4f15-ac54-6cd836bb67b3,"CVS Pharmacy, Inc. #00242",(781) 963-3029,480 NORTH FRANKLIN ST.,MA,42.168023,-71.007849
0b86ae22-a713-4f08-8e42-97e18971638e,OSCO PHARMACY #627,978-448-2605,760A BOSTON ROAD,MA,42.579915,-71.523992
ef36d602-330b-4a7c-97a9-2294e0a3fc90,"CVS Pharmacy, Inc. #00594",(508) 540-4307,105 DAVIS STRAITS,MA,41.560321,-70.598768
36ffff15-f620-4628-9e57-4d7d93b0e620,Walgreens Co. #17486,978-683-4980,256 PLEASANT STREET,MA,42.741105,-71.169592
a8f14560-1084-4dec-be05-6a256b9b3d5c,Walgreens Co. #10638,508-543-1779,121 MAIN ST,MA,42.0743,-71.258744
e1377ed5-0bba-4971-a284-a7079f7712f8,Stop & Shop #421,508-324-9693,815 GRAND ARMY HWY,MA,41.729652,-71.17103
44023a61-5eff-4c31-a6b9-d79a5c90f07b,Walgreens Co. #1863,781-863-1111,60 BEDFORD ST,MA,42.453186,-71.233407
bbd1a2f2-cf4d-4a94-9e5c-f77fa4a32d2c,Stop & Shop #91,508-842-2771,539571 BOSTON TURNPIKE,MA,42.277911,-71.715984
54dd09b3-ef5f-4a8d-9447-b35255fe9bc5,Walgreens Co. #18361,617-479-2330,132 GRANITE ST,MA,42.244811,-71.00576
c4b8c24c-36eb-4b58-94e0-0af757c3e609,"CVS Pharmacy, Inc. #16956",(508) 865-7454,70 WORCESTER PROVIDENCE TPKE #100,MA,42.193626,-71.774666
b2b6dbe9-89a9-4c54-9164-45e662b64c36,Stop & Shop #475,508-432-5001,111 CHATHAM ROAD,MA,41.68462,-70.0578
392f8144-becd-49f8-8549-eb3edc441b4c,Walgreens Co. #3736,413-746-1563,501 SUMNER AVE,MA,42.085719,-72.557898
283abe5f-9ea4-45de-9dba-f323993376a4,Stop & Shop #87,508-539-1803,39 NATHAN ELLIS HIGHWAY,MA,41.619557,-70.488833
d026b3cb-7a1a-491e-8fc4-f8f2fc10c0c4,Stop & Shop #787,413-584-9700,228 KING STREET,MA,42.329134,-72.635998
3d24dc17-5d7f-41f1-aa87-e8cc226aa46c,"CVS Pharmacy, Inc. #06466",(508) 379-9080,2340 GAR HIGHWAY,MA,41.768496,-71.264977
6304c21f-b1d5-4c6f-87ad-e6a26dbc431c,"CVS Pharmacy, Inc. #17332",(781) 847-4003,1 HAWES WAY,MA,42.152075,-71.072991
ab3887cb-c65a-4962-ab45-488396d90155,Stop & Shop #2417,508-743-9563,1 TROWBRIDGE PLACE SUITE 103,MA,41.740747,-70.598024
a877ace6-4119-4b9e-9801-eea76682f2a1,Walgreens Co. #4595,978-745-6756,59 BOSTON ST,MA,42.518459,-70.90926
5c651bdc-6106-4b30-b785-97719de1727e,Walgreens Co. #1847,617-282-5246,757 GALLIVAN BLVD,MA,42.283962,-71.04467
261852f1-c6ef-45b7-b874-ced24cb224b2,"CVS Pharmacy, Inc. #00524",(617) 731-5753,350 LONGWOOD AVENUE,MA,42.338624,-71.107235
8b0bb6da-8bc6-4577-a60f-1298ea3acbe4,Walgreens Co. #3496,617-389-2188,317 FERRY ST,MA,42.41434,-71.046827
b2964d3f-b6c7-42e0-b4ff-776450f7a99b,East Boston Neighborhood Health Center - Adult Medicine,,10 Gove St,MA,42.372271,-71.038169
c6932ef4-0631-46e6-a0da-c33d01851806,Walmart Inc #10-1984,4136644004,1415 Curran Hwy,MA,42.664319,-73.110803
e24008c4-b037-47ae-9305-47df1b91fd07,"CVS Pharmacy, Inc. #05939",(781) 272-4146,242 CAMBRIDGE ST.,MA,42.513185,-71.201988
373a0044-6f1e-4998-94aa-c0c58525a945,Stop & Shop #458,413-443-0064,660 MERRILL ROAD,MA,42.465224,-73.203363
b313d811-4f70-4989-9879-4bda1e88aefd,"CVS Pharmacy, Inc. #01024",(617) 277-6080,1266 COMMONWEALTH AVENUE,MA,42.34902,-71.132504
909b589b-5dd0-47be-9afd-9b54db3a15a0,"CVS Pharmacy, Inc. #10319",(508) 543-4545,72 WASHINGTON STREET,MA,42.090548,-71.270067
7fb57d59-4f65-4b77-9171-6897e52c656c,"CVS Pharmacy, Inc. #17210",(413) 236-4223,655 CHESHIRE RD,MA,42.492576,-73.206685
f56ca8d2-4299-49bf-9164-f8afbaace0a5,Walgreens Co. #21288,781-933-1850,506 Main St,MA,42.482522,-71.151303
a848af9d-f224-48b4-9df2-d642cc165eed,"CVS Pharmacy, Inc. #01306",(978) 774-1061,220 MAPLE ST.,MA,42.596305,-70.993734
f4111833-ba3a-4880-ba1f-27e20cb17365,Walgreens Co. #17570,508-655-8083,35 MAIN ST,MA,42.317336,-71.363
8a0d3bf9-56ca-4016-bac5-2ebefc30dd2c,"CVS Pharmacy, Inc. #00207",(508) 672-2403,1620 PRESIDENT AVENUE,MA,41.713026,-71.127491
7679a269-ba2c-440c-a3ea-731b4b9a6b3c,Rite Aid #RA110209,508-984-5402,1207 ACUSHNET AVE.,MA,41.657894,-70.927837
5b0779e3-7bb8-42e9-bb3e-c860b6916c79,Walgreens Co. #10401,508-755-4196,220 GRAFTON ST,MA,42.256089,-71.789985
a775e869-740b-42f6-948b-28e974eb21c1,Harvard St Neighborhood Health Ctr,,632 Blue Hill Ave.,MA,42.302505,-71.085109
d8e06de5-7eee-4cf3-954c-3e96ae69b8e6,"CVS Pharmacy, Inc. #02592",(617) 427-7806,468 BLUE HILL AVE,MA,42.308782,-71.081858
1ac31ef8-e385-4e0b-99e8-9de455780abe,Walgreens Co. #17257,617-298-6634,90 RIVER ST,MA,42.270669,-71.07465
c29ba460-0f81-4311-b925-5c5423bc93f3,"CVS Pharmacy, Inc. #01875",(508) 881-7606,414 UNION ST.,MA,42.254662,-71.466159
f5142329-db9b-4f18-985c-e2fbd3dd5e2b,"CVS Pharmacy, Inc. #16827",(508) 366-4475,330 TURNPIKE RD,MA,42.28249,-71.653448
1720498b-c20e-473f-b01a-a68c6edb1da1,"CVS Pharmacy, Inc. #10517",(857) 350-4646,85 SEAPORT BLVD. UNIT H,MA,42.351889,-71.046082
36639548-42ce-46f5-96a1-14726459d8f4,Walmart Inc #10-2901,4135870001,180 N King St,MA,42.341695,-72.643759
33d18cec-672e-480a-8694-f5ebda06452e,"CVS Pharmacy, Inc. #01238",(508) 359-7783,555 MAIN STREET,MA,42.186177,-71.309182
5bec53e1-17d3-415a-95f4-5daab9a2aecb,"CVS Pharmacy, Inc. #00075",(781) 592-1470,200 SOUTH COMMON ST.,MA,42.462047,-70.962714
179e4646-f0cb-490b-96e4-b41828faccab,"CVS Pharmacy, Inc. #08441",(978) 297-3792,"301 CENTRAL ST.,",MA,42.686486,-72.043622
67553d75-7378-4526-83e7-c97ea87a2af1,"CVS Pharmacy, Inc. #00950",(413) 567-2033,410 LONGMEADOW STREET,MA,42.0598,-72.580511
6f54948d-6199-42c9-b44f-6251ef0b7a68,Stop & Shop #407,781-231-5775,164 MAIN STREET,MA,42.46382,-71.027995
082f74dc-c0ba-4152-bc8e-a4e08ae259f6,"CVS Pharmacy, Inc. #00686",(781) 843-0731,178 WASHINGTON ST.,MA,42.225573,-71.003647
a819eb72-c5ec-4ff4-b963-6076e06a43dc,"CVS Pharmacy, Inc. #11131",(508) 487-0019,132 BRADFORD ST,MA,42.05332,-70.186651
9f5534ce-aab3-4b30-9083-10738eba745c,"CVS Pharmacy, Inc. #01866",(508) 339-6711,261 CHAUNCY STREET,MA,42.031017,-71.230715
1e2f6db8-2a36-4751-a635-5e097250a4b9,"CVS Pharmacy, Inc. #00507",(978) 534-5114,246 MILL ST.,MA,42.533545,-71.744176
6ab7b07c-87b6-4abd-8b13-ecddf7f6f520,OSCO PHARMACY #4587,617-265-7911,45 MORRISSEY BLVD,MA,42.318417,-71.050613
f031c7c8-ccd8-4b9f-b081-402082dc7811,MinuteClinic #21377,1-866-389-2727,323 N MAIN ST,MA,42.090782,-71.642223
c9aa8942-0cc2-480b-80bc-e9e88d8a3c8d,"CVS Pharmacy, Inc. #00220",(508) 485-6119,264 EAST MAIN STREET,MA,42.351908,-71.534496
19c2a5b9-f9af-453a-8c1b-62365fe7ddff,Walgreens Co. #19107,508-995-6408,2170 ACUSHNET AVE.,MA,41.68122,-70.921572
